# CFTC public record (grade-A leg, board 2026-09-14); knowable_at = report Tuesday + 3 days (point-in-time rule).
report_date,contract_market_name,open_interest_all,lev_money_long,lev_money_short,asset_mgr_long,asset_mgr_short,lev_money_net,knowable_at
2018-12-11,BITCOIN-USD,4259,739,1569,0,150,-830.0,2018-12-14
2018-12-18,BITCOIN,4359,3091,3213,138,110,-122.0,2018-12-21
2018-12-18,BITCOIN-USD,4591,925,1616,0,150,-691.0,2018-12-21
2018-12-24,BITCOIN,3857,2690,2577,101,140,113.0,2018-12-27
2018-12-24,BITCOIN-USD,3814,557,2045,0,0,-1488.0,2018-12-27
2018-12-31,BITCOIN,3708,2452,2389,80,140,63.0,2019-01-03
2018-12-31,BITCOIN-USD,4088,661,2284,0,0,-1623.0,2019-01-03
2019-01-08,BITCOIN,3764,2610,2648,165,140,-38.0,2019-01-11
2019-01-08,BITCOIN-USD,4173,753,2395,0,0,-1642.0,2019-01-11
2019-01-15,BITCOIN,4473,3417,2923,27,337,494.0,2019-01-18
2019-01-15,BITCOIN-USD,4388,730,2220,0,0,-1490.0,2019-01-18
2019-01-22,BITCOIN,4976,3341,2863,27,344,478.0,2019-01-25
2019-01-22,BITCOIN-USD,3589,554,2629,0,0,-2075.0,2019-01-25
2019-01-29,BITCOIN,4047,2760,2572,30,360,188.0,2019-02-01
2019-01-29,BITCOIN-USD,3593,323,2237,0,0,-1914.0,2019-02-01
2019-02-05,BITCOIN,3881,2532,2429,32,291,103.0,2019-02-08
2019-02-05,BITCOIN-USD,3672,371,2316,0,0,-1945.0,2019-02-08
2019-02-12,BITCOIN,3361,1697,2090,134,205,-393.0,2019-02-15
2019-02-12,BITCOIN-USD,3959,426,2301,0,27,-1875.0,2019-02-15
2019-02-19,BITCOIN,3964,1834,2259,170,165,-425.0,2019-02-22
2019-02-19,BITCOIN-USD,3616,486,1692,0,27,-1206.0,2019-02-22
2019-02-26,BITCOIN,3324,1575,1885,54,283,-310.0,2019-03-01
2019-02-26,BITCOIN-USD,3463,299,1730,0,27,-1431.0,2019-03-01
2019-03-05,BITCOIN,3226,1347,1812,33,228,-465.0,2019-03-08
2019-03-05,BITCOIN-USD,3896,488,2154,0,27,-1666.0,2019-03-08
2019-03-12,BITCOIN,3480,1459,2257,97,195,-798.0,2019-03-15
2019-03-12,BITCOIN-USD,4109,596,2247,0,27,-1651.0,2019-03-15
2019-03-19,BITCOIN,3681,1460,2528,156,177,-1068.0,2019-03-22
2019-03-19,BITCOIN-USD,3350,453,2248,0,27,-1795.0,2019-03-22
2019-03-26,BITCOIN,3428,1238,2105,35,241,-867.0,2019-03-29
2019-03-26,BITCOIN-USD,3037,229,1889,0,27,-1660.0,2019-03-29
2019-04-02,BITCOIN,4000,1517,2598,315,89,-1081.0,2019-04-05
2019-04-02,BITCOIN-USD,3227,351,1862,0,0,-1511.0,2019-04-05
2019-04-09,BITCOIN,4443,1968,2714,244,80,-746.0,2019-04-12
2019-04-09,BITCOIN-USD,3273,366,1573,0,0,-1207.0,2019-04-12
2019-04-16,BITCOIN,4324,2272,2541,163,201,-269.0,2019-04-19
2019-04-16,BITCOIN-USD,2764,212,1198,0,0,-986.0,2019-04-19
2019-04-23,BITCOIN,4313,2025,2458,245,132,-433.0,2019-04-26
2019-04-23,BITCOIN-USD,2710,206,1332,0,0,-1126.0,2019-04-26
2019-04-30,BITCOIN,3817,1789,2375,254,72,-586.0,2019-05-03
2019-04-30,BITCOIN-USD,2921,167,1424,0,0,-1257.0,2019-05-03
2019-05-07,BITCOIN,4388,1941,2692,286,0,-751.0,2019-05-10
2019-05-07,BITCOIN-USD,2607,226,887,0,0,-661.0,2019-05-10
2019-05-14,BITCOIN,4447,2289,2455,199,0,-166.0,2019-05-17
2019-05-21,BITCOIN,4650,2354,2498,223,0,-144.0,2019-05-24
2019-05-28,BITCOIN,5190,2709,2763,319,0,-54.0,2019-05-31
2019-06-04,BITCOIN,4436,2321,2698,300,56,-377.0,2019-06-07
2019-06-11,BITCOIN,4434,2073,3044,359,0,-971.0,2019-06-14
2019-06-18,BITCOIN,5391,2564,2911,354,0,-347.0,2019-06-21
2019-06-25,BITCOIN,6021,3093,3246,310,0,-153.0,2019-06-28
2019-07-02,BITCOIN,5839,3253,3326,188,146,-73.0,2019-07-05
2019-07-09,BITCOIN,6075,3233,3730,249,109,-497.0,2019-07-12
2019-07-16,BITCOIN,5322,2566,3394,211,151,-828.0,2019-07-19
2019-07-23,BITCOIN,4928,2208,2799,102,111,-591.0,2019-07-26
2019-07-30,BITCOIN,4302,1843,2288,251,147,-445.0,2019-08-02
2019-08-06,BITCOIN,4692,1847,2264,260,224,-417.0,2019-08-09
2019-08-13,BITCOIN,4729,2002,2480,222,224,-478.0,2019-08-16
2019-08-20,BITCOIN,4485,1836,2209,266,224,-373.0,2019-08-23
2019-08-27,BITCOIN,4091,1739,2093,237,222,-354.0,2019-08-30
2019-09-03,BITCOIN,4493,1979,2467,324,163,-488.0,2019-09-06
2019-09-10,BITCOIN,4128,1692,2233,244,190,-541.0,2019-09-13
2019-09-17,BITCOIN,4174,1688,2254,262,201,-566.0,2019-09-20
2019-09-24,BITCOIN,4178,1651,2510,42,100,-859.0,2019-09-27
2019-10-01,BITCOIN,3348,1298,2063,70,31,-765.0,2019-10-04
2019-10-08,BITCOIN,3335,1211,2048,140,138,-837.0,2019-10-11
2019-10-15,BITCOIN,3444,1186,2031,210,149,-845.0,2019-10-18
2019-10-22,BITCOIN,3093,950,1714,163,31,-764.0,2019-10-25
2019-10-29,BITCOIN,3155,956,2016,260,86,-1060.0,2019-11-01
2019-11-05,BITCOIN,3520,1221,2345,188,149,-1124.0,2019-11-08
2019-11-12,BITCOIN,3091,912,2043,99,143,-1131.0,2019-11-15
2019-11-19,BITCOIN,3157,1059,1914,67,292,-855.0,2019-11-22
2019-11-26,BITCOIN,3554,1155,1669,56,298,-514.0,2019-11-29
2019-12-03,BITCOIN,2983,894,1257,93,256,-363.0,2019-12-06
2019-12-10,BITCOIN,3232,1069,1766,56,285,-697.0,2019-12-13
2019-12-17,BITCOIN,3840,1578,2446,38,444,-868.0,2019-12-20
2019-12-24,BITCOIN,3541,1179,2256,133,283,-1077.0,2019-12-27
2019-12-31,BITCOIN,3186,1037,1840,159,437,-803.0,2020-01-03
2020-01-07,BITCOIN,5400,2517,3661,338,331,-1144.0,2020-01-10
2020-01-14,BITCOIN,5405,2688,3339,272,300,-651.0,2020-01-17
2020-01-21,BITCOIN,5139,2304,3035,185,445,-731.0,2020-01-24
2020-01-28,BITCOIN,4917,1747,2907,391,438,-1160.0,2020-01-31
2020-02-04,BITCOIN,4367,1436,3136,132,434,-1700.0,2020-02-07
2020-02-11,BITCOIN,6106,2237,4553,367,148,-2316.0,2020-02-14
2020-02-18,BITCOIN,6463,2452,5258,260,177,-2806.0,2020-02-21
2020-02-25,BITCOIN,5632,1774,4511,164,189,-2737.0,2020-02-28
2020-03-03,BITCOIN,4837,764,3454,163,196,-2690.0,2020-03-06
2020-03-10,BITCOIN,4368,1421,3002,115,362,-1581.0,2020-03-13
2020-03-17,BITCOIN,4474,1869,2907,101,465,-1038.0,2020-03-20
2020-03-24,BITCOIN,3909,1136,2291,125,297,-1155.0,2020-03-27
2020-03-31,BITCOIN,3947,1489,2602,173,248,-1113.0,2020-04-03
2020-04-07,BITCOIN,5448,2452,3652,221,204,-1200.0,2020-04-10
2020-04-14,BITCOIN,5538,2260,3198,203,283,-938.0,2020-04-17
2020-04-21,BITCOIN,5648,2394,3026,218,316,-632.0,2020-04-24
2020-04-28,BITCOIN,6111,2024,3379,324,35,-1355.0,2020-05-01
2020-05-05,BITCOIN,7784,3312,4269,316,0,-957.0,2020-05-08
2020-05-12,BITCOIN,9939,4923,6477,282,113,-1554.0,2020-05-15
2020-05-19,BITCOIN,10878,5458,6815,342,193,-1357.0,2020-05-22
2020-05-26,BITCOIN,8722,3880,4783,363,93,-903.0,2020-05-29
2020-06-02,BITCOIN,8824,3684,5752,423,214,-2068.0,2020-06-05
2020-06-09,BITCOIN,9565,4203,6198,435,214,-1995.0,2020-06-12
2020-06-16,BITCOIN,8784,3776,5710,406,294,-1934.0,2020-06-19
2020-06-23,BITCOIN,9330,3847,6230,642,297,-2383.0,2020-06-26
2020-06-30,BITCOIN,7675,3079,5332,362,80,-2253.0,2020-07-03
2020-07-07,BITCOIN,8165,3262,5731,626,203,-2469.0,2020-07-10
2020-07-14,BITCOIN,8322,3573,5460,444,255,-1887.0,2020-07-17
2020-07-21,BITCOIN,9230,4122,6062,485,278,-1940.0,2020-07-24
2020-07-28,BITCOIN,13068,5982,7942,646,684,-1960.0,2020-07-31
2020-08-04,BITCOIN,12703,6312,7702,451,584,-1390.0,2020-08-07
2020-08-11,BITCOIN,13090,6444,7785,206,495,-1341.0,2020-08-14
2020-08-18,BITCOIN,14454,5760,8590,296,585,-2830.0,2020-08-21
2020-08-25,BITCOIN,11615,4839,6148,296,1,-1309.0,2020-08-28
2020-09-01,BITCOIN,10617,4271,6842,745,182,-2571.0,2020-09-04
2020-09-08,BITCOIN,8198,2758,4661,256,35,-1903.0,2020-09-11
2020-09-15,BITCOIN,9383,2819,5224,717,12,-2405.0,2020-09-18
2020-09-22,BITCOIN,8426,2280,4480,285,12,-2200.0,2020-09-25
2020-09-29,BITCOIN,7324,2004,4730,525,28,-2726.0,2020-10-02
2020-10-06,BITCOIN,7511,2153,4854,703,64,-2701.0,2020-10-09
2020-10-13,BITCOIN,9353,3487,6314,702,0,-2827.0,2020-10-16
2020-10-20,BITCOIN,10896,4558,7741,874,0,-3183.0,2020-10-23
2020-10-27,BITCOIN,12665,5462,9010,770,0,-3548.0,2020-10-30
2020-11-03,BITCOIN,11278,4379,8007,800,0,-3628.0,2020-11-06
2020-11-10,BITCOIN,11311,5097,7881,832,7,-2784.0,2020-11-13
2020-11-17,BITCOIN,11509,5305,8097,845,4,-2792.0,2020-11-20
2020-11-24,BITCOIN,12336,5441,9864,668,0,-4423.0,2020-11-27
2020-12-01,BITCOIN,11812,4509,9375,626,0,-4866.0,2020-12-04
2020-12-08,BITCOIN,11750,4365,9354,544,11,-4989.0,2020-12-11
2020-12-15,BITCOIN,11370,3946,8702,492,26,-4756.0,2020-12-18
2020-12-21,BITCOIN,12603,4357,10320,573,30,-5963.0,2020-12-24
2020-12-29,BITCOIN,10653,3679,8466,620,32,-4787.0,2021-01-01
2021-01-05,BITCOIN,11296,3544,9058,793,32,-5514.0,2021-01-08
2021-01-12,BITCOIN,12039,4107,9602,733,0,-5495.0,2021-01-15
2021-01-19,BITCOIN,11945,3911,9119,639,123,-5208.0,2021-01-22
2021-01-26,BITCOIN,10787,3605,7991,308,225,-4386.0,2021-01-29
2021-02-02,BITCOIN,9469,3031,7224,308,357,-4193.0,2021-02-05
2021-02-09,BITCOIN,11055,3149,8481,348,265,-5332.0,2021-02-12
2021-02-16,BITCOIN,11426,3301,8750,338,339,-5449.0,2021-02-19
2021-02-23,BITCOIN,10572,2633,7639,314,551,-5006.0,2021-02-26
2021-03-02,BITCOIN,8068,1757,5563,323,643,-3806.0,2021-03-05
2021-03-09,BITCOIN,8785,2055,6148,331,619,-4093.0,2021-03-12
2021-03-16,BITCOIN,9335,2099,6756,357,516,-4657.0,2021-03-19
2021-03-23,BITCOIN,9897,2606,7198,358,463,-4592.0,2021-03-26
2021-03-30,BITCOIN,9322,2335,7144,354,534,-4809.0,2021-04-02
2021-04-06,BITCOIN,9865,2481,7477,355,519,-4996.0,2021-04-09
2021-04-13,BITCOIN,9653,2979,7634,366,340,-4655.0,2021-04-16
2021-04-20,BITCOIN,8817,2616,6709,372,554,-4093.0,2021-04-23
2021-04-27,BITCOIN,8429,1991,5464,369,869,-3473.0,2021-04-30
2021-05-04,BITCOIN,8306,2544,5507,370,994,-2963.0,2021-05-07
2021-05-04,MICRO BITCOIN,2965,1737,1930,0,0,-193.0,2021-05-07
2021-05-11,BITCOIN,8259,2327,5409,377,910,-3082.0,2021-05-14
2021-05-11,MICRO BITCOIN,5203,1042,2812,0,0,-1770.0,2021-05-14
2021-05-18,BITCOIN,9160,3302,6123,356,1085,-2821.0,2021-05-21
2021-05-18,MICRO BITCOIN,32865,27406,19344,0,0,8062.0,2021-05-21
2021-05-25,BITCOIN,8893,2261,5748,404,651,-3487.0,2021-05-28
2021-05-25,MICRO BITCOIN,37049,28633,22466,160,0,6167.0,2021-05-28
2021-06-01,BITCOIN,7318,2081,4949,407,619,-2868.0,2021-06-04
2021-06-01,MICRO BITCOIN,13050,3375,6993,210,0,-3618.0,2021-06-04
2021-06-08,BITCOIN,7566,2507,4964,382,739,-2457.0,2021-06-11
2021-06-08,MICRO BITCOIN,21144,5892,9010,210,0,-3118.0,2021-06-11
2021-06-15,BITCOIN,7528,2603,5090,517,629,-2487.0,2021-06-18
2021-06-15,MICRO BITCOIN,18230,1993,5699,210,0,-3706.0,2021-06-18
2021-06-22,BITCOIN,7914,2563,4927,419,739,-2364.0,2021-06-25
2021-06-22,MICRO BITCOIN,28720,9516,10915,60,0,-1399.0,2021-06-25
2021-06-29,BITCOIN,6788,2291,4357,542,613,-2066.0,2021-07-02
2021-06-29,MICRO BITCOIN,15481,8095,12974,0,0,-4879.0,2021-07-02
2021-07-06,BITCOIN,6889,2412,4603,504,497,-2191.0,2021-07-09
2021-07-06,MICRO BITCOIN,16228,8448,13747,0,0,-5299.0,2021-07-09
2021-07-13,BITCOIN,7129,2696,4923,546,496,-2227.0,2021-07-16
2021-07-13,MICRO BITCOIN,17959,9232,15269,0,0,-6037.0,2021-07-16
2021-07-20,BITCOIN,8283,3738,5724,560,602,-1986.0,2021-07-23
2021-07-20,MICRO BITCOIN,19719,10470,10830,0,0,-360.0,2021-07-23
2021-07-27,BITCOIN,7802,2800,4841,494,165,-2041.0,2021-07-30
2021-07-27,MICRO BITCOIN,19506,8571,13721,0,0,-5150.0,2021-07-30
2021-08-03,BITCOIN,6408,1969,4782,643,234,-2813.0,2021-08-06
2021-08-03,MICRO BITCOIN,14072,3222,11303,39,0,-8081.0,2021-08-06
2021-08-10,BITCOIN,6769,1995,5113,629,275,-3118.0,2021-08-13
2021-08-10,MICRO BITCOIN,19439,4836,14503,36,0,-9667.0,2021-08-13
2021-08-17,BITCOIN,7363,2292,5542,672,311,-3250.0,2021-08-20
2021-08-17,MICRO BITCOIN,24067,5531,15832,72,0,-10301.0,2021-08-20
2021-08-24,BITCOIN,7515,2016,5302,695,311,-3286.0,2021-08-27
2021-08-24,MICRO BITCOIN,22285,4781,15326,53,0,-10545.0,2021-08-27
2021-08-31,BITCOIN,6362,1810,4797,702,370,-2987.0,2021-09-03
2021-08-31,MICRO BITCOIN,14637,4361,10933,78,0,-6572.0,2021-09-03
2021-09-07,BITCOIN,6659,1684,4990,621,378,-3306.0,2021-09-10
2021-09-07,MICRO BITCOIN,22540,9052,18951,79,0,-9899.0,2021-09-10
2021-09-14,BITCOIN,6620,1780,4496,502,451,-2716.0,2021-09-17
2021-09-14,MICRO BITCOIN,25482,8508,20288,91,0,-11780.0,2021-09-17
2021-09-21,BITCOIN,7348,1971,4939,519,471,-2968.0,2021-09-24
2021-09-21,MICRO BITCOIN,25615,7039,21448,40,0,-14409.0,2021-09-24
2021-09-28,BITCOIN,7039,1338,4956,559,413,-3618.0,2021-10-01
2021-09-28,MICRO BITCOIN,26423,4893,23752,125,0,-18859.0,2021-10-01
2021-10-05,BITCOIN,8886,1710,5994,487,399,-4284.0,2021-10-08
2021-10-05,MICRO BITCOIN,36142,15014,28709,105,0,-13695.0,2021-10-08
2021-10-12,BITCOIN,10918,2148,6863,696,320,-4715.0,2021-10-15
2021-10-12,MICRO BITCOIN,50937,26822,43164,117,0,-16342.0,2021-10-15
2021-10-19,BITCOIN,13605,2072,8317,839,354,-6245.0,2021-10-22
2021-10-19,MICRO BITCOIN,61604,36531,53345,162,0,-16814.0,2021-10-22
2021-10-26,BITCOIN,16671,3185,9423,1794,514,-6238.0,2021-10-29
2021-10-26,MICRO BITCOIN,65656,40491,57278,158,0,-16787.0,2021-10-29
2021-11-02,BITCOIN,13512,2957,8642,4807,691,-5685.0,2021-11-05
2021-11-02,MICRO BITCOIN,21425,9606,14543,165,0,-4937.0,2021-11-05
2021-11-09,BITCOIN,13821,2620,8676,4980,750,-6056.0,2021-11-12
2021-11-09,MICRO BITCOIN,24109,11689,13901,216,0,-2212.0,2021-11-12
2021-11-16,BITCOIN,13648,2236,8182,5139,779,-5946.0,2021-11-19
2021-11-16,MICRO BITCOIN,28752,15839,14962,253,0,877.0,2021-11-19
2021-11-23,BITCOIN,14357,2414,7063,5395,750,-4649.0,2021-11-26
2021-11-23,MICRO BITCOIN,39611,20107,11400,244,0,8707.0,2021-11-26
2021-11-30,BITCOIN,13197,2374,7811,5726,702,-5437.0,2021-12-03
2021-11-30,MICRO BITCOIN,16817,2284,5797,252,0,-3513.0,2021-12-03
2021-12-07,BITCOIN,13242,1997,8095,5826,718,-6098.0,2021-12-10
2021-12-07,MICRO BITCOIN,36875,14831,23873,142,70,-9042.0,2021-12-10
2021-12-14,BITCOIN,13518,2198,7824,5759,778,-5626.0,2021-12-17
2021-12-14,MICRO BITCOIN,41265,18401,26761,34,0,-8360.0,2021-12-17
2021-12-21,BITCOIN,12852,1893,7571,5630,751,-5678.0,2021-12-24
2021-12-21,MICRO BITCOIN,42418,23274,29011,96,0,-5737.0,2021-12-24
2021-12-28,BITCOIN,12468,2453,8104,5554,859,-5651.0,2021-12-31
2021-12-28,MICRO BITCOIN,41281,23128,27637,76,0,-4509.0,2021-12-31
2022-01-04,BITCOIN,10563,1451,6807,5541,900,-5356.0,2022-01-07
2022-01-04,MICRO BITCOIN,16821,4317,5353,183,0,-1036.0,2022-01-07
2022-01-11,BITCOIN,10855,1464,7159,5419,968,-5695.0,2022-01-14
2022-01-11,MICRO BITCOIN,30142,18542,18179,184,0,363.0,2022-01-14
2022-01-18,BITCOIN,11468,1496,7339,5417,1043,-5843.0,2022-01-21
2022-01-18,MICRO BITCOIN,30778,19869,19450,164,0,419.0,2022-01-21
2022-01-25,BITCOIN,11756,1565,7612,5525,1004,-6047.0,2022-01-28
2022-01-25,MICRO BITCOIN,31706,20804,16039,133,0,4765.0,2022-01-28
2022-02-01,BITCOIN,9948,1248,6716,5536,703,-5468.0,2022-02-04
2022-02-01,MICRO BITCOIN,12153,1844,8752,187,0,-6908.0,2022-02-04
2022-02-08,BITCOIN,9886,1045,6361,5856,655,-5316.0,2022-02-11
2022-02-08,MICRO BITCOIN,12929,2990,8192,236,78,-5202.0,2022-02-11
2022-02-15,BITCOIN,10646,1103,6396,6118,718,-5293.0,2022-02-18
2022-02-15,MICRO BITCOIN,16663,6390,9865,182,91,-3475.0,2022-02-18
2022-02-22,BITCOIN,11007,1365,7243,6025,821,-5878.0,2022-02-25
2022-02-22,MICRO BITCOIN,16623,4978,8483,162,92,-3505.0,2022-02-25
2022-03-01,BITCOIN,9980,1036,6299,5862,843,-5263.0,2022-03-04
2022-03-01,MICRO BITCOIN,12364,3532,7258,176,254,-3726.0,2022-03-04
2022-03-08,BITCOIN,9591,906,6174,5893,925,-5268.0,2022-03-11
2022-03-08,MICRO BITCOIN,12031,2383,6809,175,263,-4426.0,2022-03-11
2022-03-15,BITCOIN,10198,982,6512,5957,902,-5530.0,2022-03-18
2022-03-15,MICRO BITCOIN,15578,6055,8364,227,261,-2309.0,2022-03-18
2022-03-22,BITCOIN,11274,1159,6807,6289,816,-5648.0,2022-03-25
2022-03-22,MICRO BITCOIN,25583,10009,8642,191,263,1367.0,2022-03-25
2022-03-29,BITCOIN,12024,1788,7133,6812,614,-5345.0,2022-04-01
2022-03-29,MICRO BITCOIN,15095,1903,12192,191,291,-10289.0,2022-04-01
2022-04-05,BITCOIN,11374,1507,6702,6674,635,-5195.0,2022-04-08
2022-04-05,MICRO BITCOIN,15386,1865,12319,184,345,-10454.0,2022-04-08
2022-04-12,BITCOIN,10632,1374,6654,6110,807,-5280.0,2022-04-15
2022-04-12,MICRO BITCOIN,21609,6584,17947,184,308,-11363.0,2022-04-15
2022-04-19,BITCOIN,11276,1194,6226,6214,570,-5032.0,2022-04-22
2022-04-19,MICRO BITCOIN,20968,7846,17320,178,219,-9474.0,2022-04-22
2022-04-26,BITCOIN,10709,1714,6812,6147,523,-5098.0,2022-04-29
2022-04-26,MICRO BITCOIN,20840,7260,16452,212,219,-9192.0,2022-04-29
2022-05-03,BITCOIN,10051,1496,6834,5831,658,-5338.0,2022-05-06
2022-05-03,MICRO BITCOIN,10914,1723,6168,289,323,-4445.0,2022-05-06
2022-05-10,BITCOIN,10841,1863,7192,5735,888,-5329.0,2022-05-13
2022-05-10,MICRO BITCOIN,17355,4871,11462,315,373,-6591.0,2022-05-13
2022-05-17,BITCOIN,11644,1413,7691,5688,641,-6278.0,2022-05-20
2022-05-17,MICRO BITCOIN,19877,3527,13176,262,421,-9649.0,2022-05-20
2022-05-24,BITCOIN,11729,2116,7249,5386,566,-5133.0,2022-05-27
2022-05-24,MICRO BITCOIN,25340,3410,14785,214,415,-11375.0,2022-05-27
2022-05-31,BITCOIN,10900,1102,6428,5566,572,-5326.0,2022-06-03
2022-05-31,MICRO BITCOIN,12161,3815,7295,177,440,-3480.0,2022-06-03
2022-06-07,BITCOIN,10990,1118,6173,5857,856,-5055.0,2022-06-10
2022-06-07,MICRO BITCOIN,15437,3294,9317,211,800,-6023.0,2022-06-10
2022-06-14,BITCOIN,12242,1344,6572,6371,1060,-5228.0,2022-06-17
2022-06-14,MICRO BITCOIN,20756,3306,13355,194,817,-10049.0,2022-06-17
2022-06-21,BITCOIN,13537,1508,7167,6612,1012,-5659.0,2022-06-24
2022-06-21,MICRO BITCOIN,21850,3679,14576,181,776,-10897.0,2022-06-24
2022-06-28,BITCOIN,13707,2478,7597,6526,1088,-5119.0,2022-07-01
2022-06-28,MICRO BITCOIN,15123,3540,7438,130,973,-3898.0,2022-07-01
2022-07-05,BITCOIN,13258,2171,7408,5914,961,-5237.0,2022-07-08
2022-07-05,MICRO BITCOIN,15400,3327,7917,143,904,-4590.0,2022-07-08
2022-07-12,BITCOIN,13505,2264,7149,6096,1369,-4885.0,2022-07-15
2022-07-12,MICRO BITCOIN,20634,2277,12914,164,833,-10637.0,2022-07-15
2022-07-19,BITCOIN,14512,2800,8296,6247,1211,-5496.0,2022-07-22
2022-07-19,MICRO BITCOIN,21484,2898,13621,207,908,-10723.0,2022-07-22
2022-07-26,BITCOIN,14957,2184,6814,6580,1138,-4630.0,2022-07-29
2022-07-26,MICRO BITCOIN,22196,4484,12265,189,862,-7781.0,2022-07-29
2022-08-02,BITCOIN,12849,2233,7094,7082,957,-4861.0,2022-08-05
2022-08-02,MICRO BITCOIN,18206,1332,11750,188,975,-10418.0,2022-08-05
2022-08-09,BITCOIN,12510,2029,6556,7153,935,-4527.0,2022-08-12
2022-08-09,MICRO BITCOIN,19394,2037,12748,157,1032,-10711.0,2022-08-12
2022-08-16,BITCOIN,12423,1673,6270,7129,983,-4597.0,2022-08-19
2022-08-16,MICRO BITCOIN,19379,2600,12830,168,1106,-10230.0,2022-08-19
2022-08-23,BITCOIN,13302,2804,7502,6368,1144,-4698.0,2022-08-26
2022-08-23,MICRO BITCOIN,24932,3880,17872,186,1138,-13992.0,2022-08-26
2022-08-30,BITCOIN,14440,3928,7908,5823,1410,-3980.0,2022-09-02
2022-08-30,MICRO BITCOIN,16342,4232,10629,140,1162,-6397.0,2022-09-02
2022-09-06,BITCOIN,15337,4538,8072,5402,1899,-3534.0,2022-09-09
2022-09-06,MICRO BITCOIN,17904,5888,11569,185,1148,-5681.0,2022-09-09
2022-09-13,BITCOIN,13089,3420,7045,5653,1394,-3625.0,2022-09-16
2022-09-13,MICRO BITCOIN,19504,7846,13267,135,1226,-5421.0,2022-09-16
2022-09-20,BITCOIN,13880,3390,7241,5488,1431,-3851.0,2022-09-23
2022-09-20,MICRO BITCOIN,22595,9359,15820,100,1284,-6461.0,2022-09-23
2022-09-27,BITCOIN,14271,3472,7962,5666,1151,-4490.0,2022-09-30
2022-09-27,MICRO BITCOIN,22790,10139,16578,125,1311,-6439.0,2022-09-30
2022-10-04,BITCOIN,14230,2682,8175,6028,1117,-5493.0,2022-10-07
2022-10-04,MICRO BITCOIN,20839,11719,15469,20,1305,-3750.0,2022-10-07
2022-10-11,BITCOIN,15756,3722,8172,5902,1486,-4450.0,2022-10-14
2022-10-11,MICRO BITCOIN,20173,10809,14158,89,1290,-3349.0,2022-10-14
2022-10-18,BITCOIN,14228,2091,7219,5992,1158,-5128.0,2022-10-21
2022-10-18,MICRO BITCOIN,22416,12879,15343,41,1314,-2464.0,2022-10-21
2022-10-25,BITCOIN,14854,3525,7875,6309,847,-4350.0,2022-10-28
2022-10-25,MICRO BITCOIN,23882,12299,14763,30,1379,-2464.0,2022-10-28
2022-11-01,BITCOIN,12183,2304,5873,6397,1042,-3569.0,2022-11-04
2022-11-01,MICRO BITCOIN,19130,11534,13171,60,1224,-1637.0,2022-11-04
2022-11-08,BITCOIN,14439,3998,7038,6265,1434,-3040.0,2022-11-11
2022-11-08,MICRO BITCOIN,20870,14080,15675,87,1097,-1595.0,2022-11-11
2022-11-15,BITCOIN,17901,5365,9052,5706,1416,-3687.0,2022-11-18
2022-11-15,MICRO BITCOIN,27287,18338,18716,147,1338,-378.0,2022-11-18
2022-11-22,BITCOIN,18354,5743,8672,5459,1322,-2929.0,2022-11-25
2022-11-22,MICRO BITCOIN,27552,19717,18328,182,1337,1389.0,2022-11-25
2022-11-29,BITCOIN,16832,4842,8606,5606,1369,-3764.0,2022-12-02
2022-11-29,MICRO BITCOIN,13112,7104,7167,178,1382,-63.0,2022-12-02
2022-12-06,BITCOIN,15769,4197,7707,6303,1278,-3510.0,2022-12-09
2022-12-06,MICRO BITCOIN,12461,6781,6662,177,1293,119.0,2022-12-09
2022-12-13,BITCOIN,13989,4176,5677,6455,968,-1501.0,2022-12-16
2022-12-13,MICRO BITCOIN,11142,5297,5722,114,1279,-425.0,2022-12-16
2022-12-20,BITCOIN,14563,3962,5692,6006,875,-1730.0,2022-12-23
2022-12-20,MICRO BITCOIN,12145,6513,5763,110,1255,750.0,2022-12-23
2022-12-27,BITCOIN,16028,4768,6690,5941,969,-1922.0,2022-12-30
2022-12-27,MICRO BITCOIN,11146,5854,5282,121,1223,572.0,2022-12-30
2023-01-03,BITCOIN,14530,4453,5650,5766,923,-1197.0,2023-01-06
2023-01-03,MICRO BITCOIN,6429,1521,2056,138,1249,-535.0,2023-01-06
2023-01-10,BITCOIN,14891,5217,6612,6212,880,-1395.0,2023-01-13
2023-01-10,MICRO BITCOIN,7262,1910,2698,143,1244,-788.0,2023-01-13
2023-01-17,BITCOIN,15885,5291,6490,7027,306,-1199.0,2023-01-20
2023-01-17,MICRO BITCOIN,7930,2125,2575,144,851,-450.0,2023-01-20
2023-01-24,BITCOIN,17390,5605,7642,7671,63,-2037.0,2023-01-27
2023-01-24,MICRO BITCOIN,8788,2644,3107,332,80,-463.0,2023-01-27
2023-01-31,BITCOIN,17542,5683,7201,8149,58,-1518.0,2023-02-03
2023-01-31,MICRO BITCOIN,5776,600,2499,480,23,-1899.0,2023-02-03
2023-02-07,BITCOIN,16843,5274,6690,7721,28,-1416.0,2023-02-10
2023-02-07,MICRO BITCOIN,11301,5809,8239,465,17,-2430.0,2023-02-10
2023-02-14,BITCOIN,15158,4207,6159,7187,72,-1952.0,2023-02-17
2023-02-14,MICRO BITCOIN,12060,6365,8856,494,29,-2491.0,2023-02-17
2023-02-21,BITCOIN,16501,4614,6405,7406,70,-1791.0,2023-02-24
2023-02-21,MICRO BITCOIN,13505,6659,7374,471,24,-715.0,2023-02-24
