# CFTC public record (grade-A leg, board 2026-09-14); knowable_at = report Tuesday + 3 days (point-in-time rule).
report_date,contract_market_name,open_interest_all,lev_money_long,lev_money_short,asset_mgr_long,asset_mgr_short,lev_money_net,knowable_at
2023-05-02,ETHER CASH SETTLED,3112,1209,2049,593,52,-840.0,2023-05-05
2023-05-02,MICRO ETHER,13348,2029,7138,1857,0,-5109.0,2023-05-05
2023-05-09,ETHER CASH SETTLED,3173,961,1989,614,31,-1028.0,2023-05-12
2023-05-09,MICRO ETHER,13732,488,7171,2430,0,-6683.0,2023-05-12
2023-05-16,ETHER CASH SETTLED,3228,1325,1875,537,31,-550.0,2023-05-19
2023-05-16,MICRO ETHER,13818,685,6779,2424,0,-6094.0,2023-05-19
2023-05-23,ETHER CASH SETTLED,3442,1615,2167,471,31,-552.0,2023-05-26
2023-05-23,MICRO ETHER,16139,440,6677,2298,53,-6237.0,2023-05-26
2023-05-30,ETHER CASH SETTLED,3076,1029,2145,691,31,-1116.0,2023-06-02
2023-05-30,MICRO ETHER,13041,688,8795,2239,0,-8107.0,2023-06-02
2023-06-06,ETHER CASH SETTLED,4124,1499,3184,741,31,-1685.0,2023-06-09
2023-06-06,MICRO ETHER,15037,1292,6759,2447,0,-5467.0,2023-06-09
2023-06-13,ETHER CASH SETTLED,3211,867,2116,603,31,-1249.0,2023-06-16
2023-06-13,MICRO ETHER,15794,2193,6052,2447,100,-3859.0,2023-06-16
2023-06-20,ETHER CASH SETTLED,3242,745,2223,463,31,-1478.0,2023-06-23
2023-06-20,MICRO ETHER,15458,1698,4844,1982,145,-3146.0,2023-06-23
2023-06-27,ETHER CASH SETTLED,4493,1385,2859,934,31,-1474.0,2023-06-30
2023-06-27,MICRO ETHER,19911,3833,4990,3295,0,-1157.0,2023-06-30
2023-07-03,ETHER CASH SETTLED,4730,1662,3501,1145,31,-1839.0,2023-07-06
2023-07-03,MICRO ETHER,14699,1426,6907,3338,33,-5481.0,2023-07-06
2023-07-11,ETHER CASH SETTLED,3709,935,2343,916,0,-1408.0,2023-07-14
2023-07-11,MICRO ETHER,16492,481,9232,3428,38,-8751.0,2023-07-14
2023-07-18,ETHER CASH SETTLED,4096,813,2413,1114,0,-1600.0,2023-07-21
2023-07-18,MICRO ETHER,20560,2463,13558,2362,123,-11095.0,2023-07-21
2023-07-25,ETHER CASH SETTLED,3632,418,2353,1049,0,-1935.0,2023-07-28
2023-07-25,MICRO ETHER,17525,2636,12519,2417,0,-9883.0,2023-07-28
2023-08-01,ETHER CASH SETTLED,3016,304,2028,836,0,-1724.0,2023-08-04
2023-08-01,MICRO ETHER,11434,470,6934,2522,82,-6464.0,2023-08-04
2023-08-08,ETHER CASH SETTLED,3194,458,2103,681,0,-1645.0,2023-08-11
2023-08-08,MICRO ETHER,12196,276,4792,2172,0,-4516.0,2023-08-11
2023-08-15,ETHER CASH SETTLED,3161,453,2011,562,0,-1558.0,2023-08-18
2023-08-15,MICRO ETHER,10408,278,4046,293,0,-3768.0,2023-08-18
2023-08-22,ETHER CASH SETTLED,4433,1322,2673,310,462,-1351.0,2023-08-25
2023-08-22,MICRO ETHER,13302,258,5974,0,80,-5716.0,2023-08-25
2023-08-29,ETHER CASH SETTLED,4125,1095,2553,336,706,-1458.0,2023-09-01
2023-08-29,MICRO ETHER,10932,2729,3581,0,0,-852.0,2023-09-01
2023-09-05,ETHER CASH SETTLED,4515,1786,2596,248,905,-810.0,2023-09-08
2023-09-05,MICRO ETHER,11331,2490,4307,0,712,-1817.0,2023-09-08
2023-09-12,ETHER CASH SETTLED,5181,2255,2957,253,1116,-702.0,2023-09-15
2023-09-12,MICRO ETHER,12651,1716,4147,0,820,-2431.0,2023-09-15
2023-09-19,ETHER CASH SETTLED,4560,1490,2355,272,959,-865.0,2023-09-22
2023-09-19,MICRO ETHER,10956,1727,4256,59,712,-2529.0,2023-09-22
2023-09-26,ETHER CASH SETTLED,4647,2195,2184,276,1211,11.0,2023-09-29
2023-09-26,MICRO ETHER,12868,1644,4115,46,712,-2471.0,2023-09-29
2023-10-03,ETHER CASH SETTLED,3809,1319,2159,334,758,-840.0,2023-10-06
2023-10-03,MICRO ETHER,11055,1817,3871,0,1439,-2054.0,2023-10-06
2023-10-10,ETHER CASH SETTLED,4766,2637,2784,365,979,-147.0,2023-10-13
2023-10-10,MICRO ETHER,15064,4308,7238,0,1113,-2930.0,2023-10-13
2023-10-17,ETHER CASH SETTLED,5358,3242,3146,241,1194,96.0,2023-10-20
2023-10-17,MICRO ETHER,22383,6635,10277,0,3706,-3642.0,2023-10-20
2023-10-24,ETHER CASH SETTLED,4721,2014,2582,278,729,-568.0,2023-10-27
2023-10-24,MICRO ETHER,23915,2893,11573,0,3634,-8680.0,2023-10-27
2023-10-31,ETHER CASH SETTLED,4127,1528,2473,463,144,-945.0,2023-11-03
2023-10-31,MICRO ETHER,16495,3119,7327,590,2998,-4208.0,2023-11-03
2023-11-07,ETHER CASH SETTLED,4610,1456,2342,810,35,-886.0,2023-11-10
2023-11-07,MICRO ETHER,17042,1818,9796,590,1030,-7978.0,2023-11-10
2023-11-14,ETHER CASH SETTLED,5385,1816,2820,1393,31,-1004.0,2023-11-17
2023-11-14,MICRO ETHER,19832,2387,8475,2184,417,-6088.0,2023-11-17
2023-11-14,NANO ETHER,4502,63,1631,0,0,-1568.0,2023-11-17
2023-11-21,ETHER CASH SETTLED,5319,1757,2617,1400,0,-860.0,2023-11-24
2023-11-21,MICRO ETHER,18950,1902,9149,1913,321,-7247.0,2023-11-24
2023-11-21,NANO ETHER,4684,25,2026,0,0,-2001.0,2023-11-24
2023-11-28,ETHER CASH SETTLED,5748,1984,3575,1567,25,-1591.0,2023-12-01
2023-11-28,MICRO ETHER,17532,948,4536,2117,576,-3588.0,2023-12-01
2023-11-28,NANO ETHER,4267,107,856,0,0,-749.0,2023-12-01
2023-12-05,ETHER CASH SETTLED,6373,2291,3624,1711,28,-1333.0,2023-12-08
2023-12-05,MICRO ETHER,24202,3928,6059,2142,605,-2131.0,2023-12-08
2023-12-05,NANO ETHER,8013,481,1136,0,0,-655.0,2023-12-08
2023-12-12,ETHER CASH SETTLED,5193,1915,2774,1586,31,-859.0,2023-12-15
2023-12-12,MICRO ETHER,25777,6968,4001,3517,832,2967.0,2023-12-15
2023-12-12,NANO ETHER,7535,480,100,0,0,380.0,2023-12-15
2023-12-19,ETHER CASH SETTLED,5137,1690,2724,1732,30,-1034.0,2023-12-22
2023-12-19,MICRO ETHER,30286,6391,3923,3681,405,2468.0,2023-12-22
2023-12-19,NANO ETHER,9467,223,0,0,0,223.0,2023-12-22
2023-12-26,ETHER CASH SETTLED,5621,2314,2965,1649,0,-651.0,2023-12-29
2023-12-26,MICRO ETHER,29053,5951,3970,2973,717,1981.0,2023-12-29
2023-12-26,NANO ETHER,13206,4828,0,0,0,4828.0,2023-12-29
2024-01-02,ETHER CASH SETTLED,5548,2095,3319,1821,40,-1224.0,2024-01-05
2024-01-02,MICRO ETHER,20558,879,6276,3099,420,-5397.0,2024-01-05
2024-01-02,NANO ETHER,6456,105,1725,0,0,-1620.0,2024-01-05
2024-01-09,ETHER CASH SETTLED,5853,2236,3618,1503,42,-1382.0,2024-01-12
2024-01-09,MICRO ETHER,21593,2669,8875,1572,708,-6206.0,2024-01-12
2024-01-09,NANO ETHER,6810,0,1876,0,0,-1876.0,2024-01-12
2024-01-16,ETHER CASH SETTLED,6556,2494,4308,1636,43,-1814.0,2024-01-19
2024-01-16,MICRO ETHER,37812,12493,13040,3458,1074,-547.0,2024-01-19
2024-01-16,NANO ETHER,7937,0,3612,0,0,-3612.0,2024-01-19
2024-01-23,ETHER CASH SETTLED,6136,2343,3518,1291,1,-1175.0,2024-01-26
2024-01-23,MICRO ETHER,35996,13546,13257,2394,1204,289.0,2024-01-26
